StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q8,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q19_18_TEXT,Q20,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q28,Q29,Q30,Q31,Q32,Q33,Q35,Q36
2017-05-24 08:15:13,2017-05-24 08:15:13,Survey Test,,100,0,True,2017-05-24 08:15:13,R_0MNODJAL6LPJIsR,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Agree moderately,Disagree moderately,Agree moderately,Agree strongly,Agree a little,Disagree moderately,Disagree moderately,Agree a little,Disagree a little,Slightly negative,Neither positive nor negative,Slightly negative,Very positive,Positive,Slightly negative,Slightly positive,Positive,Slightly positive,Slightly negative,Positive,Neither positive nor negative,Neither positive nor negative,Slightly positive,Slightly negative,Very positive,2,3,5,Extremely uncharacteristic of me (1),4,5,4,Extremely uncharacteristic of me (1),6,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),2,3,6,4,4,Always or definitely yes (9),6,7,3,4,7,8,5,Never or definitely no (1),8,5,2,4,72,Prefer not to answer,None,No,,,,Unemployed,,Protestant,,Do not regularly attend religious services,13,68,Divorced,50214,"No, not born in this country",6 days,4 days,Less than once a week,On a computer or tablet at school,20,No,,,Yes,No,
2017-05-24 08:15:13,2017-05-24 08:15:13,Survey Test,,100,0,True,2017-05-24 08:15:14,R_6llL52GbQ2TflVX,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Agree a little,Disagree moderately,Agree moderately,Disagree a little,Disagree strongly,Disagree moderately,Agree a little,Disagree strongly,Agree a little,Negative,Slightly negative,Very negative,Slightly positive,Negative,Slightly negative,Very positive,Very negative,Neither positive nor negative,Slightly negative,Slightly positive,Slightly negative,Negative,Neither positive nor negative,Very negative,Very positive,4,3,2,2,2,3,3,3,6,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),4,8,8,4,4,5,Never or definitely no (1),6,Never or definitely no (1),Never or definitely no (1),2,4,4,7,5,98,Other,High school,Yes,14,Work for an employer,Managerial,,,Other Non-Christian Religion,,Do not regularly attend religious services,8,83,Single/Never been married,53216,"No, not born in this country",2 days,1 day,Less than once a week,"On a computer or tablet at a public place (e.g., library)",21,No,,,Yes,Yes,9
2017-05-24 08:15:14,2017-05-24 08:15:14,Survey Test,,100,0,True,2017-05-24 08:15:14,R_3w3IT9XVhOo0JZr,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Neither agree nor disagree,Disagree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Agree moderately,Neither agree nor disagree,Very positive,Very positive,Very positive,Positive,Positive,Slightly positive,Very negative,Negative,Very positive,Slightly negative,Neither positive nor negative,Very positive,Very negative,Neither positive nor negative,Negative,Slightly positive,Extremely uncharacteristic of me (1),4,4,4,4,Extremely uncharacteristic of me (1),6,Extremely uncharacteristic of me (1),3,3,Extremely characteristic of me (7),3,6,Extremely characteristic of me (7),5,Always or definitely yes (9),3,Never or definitely no (1),Always or definitely yes (9),3,5,Always or definitely yes (9),5,4,4,7,4,6,8,147,Female,Elementary school,No,,,,Homemaker (including stay-at-home parents),,Protestant,,Do not regularly attend religious services,18,48,Married,14661,"No, not born in this country",2 days,4 days,Less than once a week,Other,7,No,,,Yes,Yes,7
2017-05-24 08:15:14,2017-05-24 08:15:15,Survey Test,,100,1,True,2017-05-24 08:15:15,R_4MzpNib8NSTfvQ9,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree a little,Agree strongly,Disagree strongly,Slightly negative,Negative,Negative,Slightly negative,Negative,Positive,Slightly positive,Slightly negative,Slightly negative,Slightly negative,Slightly positive,Positive,Positive,Slightly negative,Neither positive nor negative,Very negative,2,4,2,2,6,Extremely uncharacteristic of me (1),2,5,6,4,Extremely uncharacteristic of me (1),3,5,4,Never or definitely no (1),4,7,7,8,7,6,4,6,2,Always or definitely yes (9),4,Never or definitely no (1),Always or definitely yes (9),4,12,Prefer not to answer,College degree,Yes,4,Self-employed,Sales or retail,,,Other Non-Christian Religion,,Monthly (at least once a month),51,23,Separated,11384,"Yes, born in this country",7 days,4 days,2 days,On a computer or tablet at work,13,No,,,Yes,No,
2017-05-24 08:15:15,2017-05-24 08:15:15,Survey Test,,100,0,True,2017-05-24 08:15:15,R_diD7EfRRsnEwvJj,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Disagree strongly,Agree strongly,Disagree a little,Agree moderately,Neither positive nor negative,Neither positive nor negative,Very negative,Slightly positive,Slightly negative,Very positive,Very positive,Negative,Neither positive nor negative,Very positive,Neither positive nor negative,Positive,Slightly positive,Very negative,Positive,Very negative,4,2,2,6,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),5,2,2,5,6,6,3,4,Never or definitely no (1),2,5,8,5,7,2,5,2,6,6,Always or definitely yes (9),57,Prefer not to answer,None,Yes,1,Self-employed,Military,,,Islam/Muslim (Shiite),,Annually (at least once a year),11,15,Separated,10493,"No, not born in this country",Never,Never,2 days,On a computer or tablet at work,15,No,,,Yes,Yes,7
2017-05-24 08:15:15,2017-05-24 08:15:16,Survey Test,,100,1,True,2017-05-24 08:15:16,R_9mdfeU2LvGrtIBD,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree moderately,Disagree a little,Disagree strongly,Agree moderately,Agree strongly,Agree moderately,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Very positive,Negative,Very negative,Slightly negative,Slightly negative,Slightly positive,Slightly negative,Slightly positive,Slightly positive,Very negative,Very positive,Slightly positive,Very positive,Neither positive nor negative,Positive,Slightly negative,Extremely uncharacteristic of me (1),4,Extremely uncharacteristic of me (1),6,2,4,4,3,Extremely characteristic of me (7),3,Extremely uncharacteristic of me (1),3,2,3,Never or definitely no (1),2,6,3,6,5,Never or definitely no (1),5,4,7,Never or definitely no (1),7,Always or definitely yes (9),8,Always or definitely yes (9),69,Female,None,Yes,24,Self-employed,Professional,,,Islam/Muslim (Shiite),,Monthly (at least once a month),74,68,Separated,20669,"No, not born in this country",5 days,7 days,6 days,On a computer or tablet at home,8,No,,,No,Yes,10
2017-05-24 08:15:16,2017-05-24 08:15:16,Survey Test,,100,0,True,2017-05-24 08:15:16,R_eRnEXDDTvoM4s4d,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree a little,Agree moderately,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree a little,Disagree a little,Disagree strongly,Agree a little,Very positive,Negative,Slightly negative,Negative,Very negative,Very negative,Very positive,Neither positive nor negative,Negative,Slightly positive,Very negative,Positive,Slightly negative,Neither positive nor negative,Very positive,Very positive,4,2,Extremely uncharacteristic of me (1),5,4,4,Extremely characteristic of me (7),4,2,6,Extremely characteristic of me (7),4,4,6,2,2,5,4,4,7,8,7,5,4,3,7,5,3,5,125,Male,None,Yes,15,Self-employed,Secretarial or clerical,,,No Religion/Atheist/Agnostic,,,44,49,Married,55971,"Yes, born in this country",1 day,6 days,4 days,On a computer or tablet at home,23,Yes,61128,5,No,No,
2017-05-24 08:15:17,2017-05-24 08:15:17,Survey Test,,100,0,True,2017-05-24 08:15:17,R_6sNQPXwviV9xeVD,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Negative,Neither positive nor negative,Negative,Very negative,Slightly positive,Negative,Very positive,Very positive,Slightly positive,Very negative,Very negative,Very positive,Negative,Very negative,Very negative,Very negative,4,3,6,Extremely uncharacteristic of me (1),2,Extremely uncharacteristic of me (1),5,4,Extremely characteristic of me (7),2,Extremely uncharacteristic of me (1),6,3,2,8,Always or definitely yes (9),3,Always or definitely yes (9),7,3,7,3,Always or definitely yes (9),5,2,Never or definitely no (1),3,2,Always or definitely yes (9),18,Female,Elementary school,Yes,13,Self-employed,Professional,,,Don’t know,,,22,94,"Domestic partnership/Living with partner ",5776,"No, not born in this country",Less than once a week,7 days,Less than once a week,On a computer or tablet at work,2,Yes,35979,14,No,Yes,11
2017-05-24 08:15:17,2017-05-24 08:15:17,Survey Test,,100,0,True,2017-05-24 08:15:17,R_0IjThAKJGZFl1yd,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Disagree a little,Disagree a little,Disagree moderately,Agree a little,Agree strongly,Very negative,Neither positive nor negative,Negative,Negative,Very positive,Neither positive nor negative,Positive,Neither positive nor negative,Very negative,Very negative,Slightly positive,Neither positive nor negative,Positive,Slightly positive,Slightly positive,Positive,5,2,5,6,5,Extremely uncharacteristic of me (1),3,3,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),2,5,2,2,8,Always or definitely yes (9),Never or definitely no (1),2,7,7,7,8,8,7,8,5,2,134,Other,College degree,No,,,,Homemaker (including stay-at-home parents),,Muslim/Islam,,Monthly (at least once a month),81,70,Single/Never been married,27159,"No, not born in this country",Less than once a week,2 days,5 days,On a computer or tablet at home,13,No,,,Yes,Yes,13
2017-05-24 08:15:18,2017-05-24 08:15:18,Survey Test,,100,0,True,2017-05-24 08:15:18,R_42fNUvvUEP00dbn,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Disagree a little,Disagree moderately,Agree a little,Disagree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree strongly,Slightly positive,Slightly positive,Very positive,Very negative,Positive,Slightly negative,Positive,Very negative,Neither positive nor negative,Slightly negative,Positive,Negative,Slightly negative,Very positive,Positive,Positive,Extremely characteristic of me (7),6,5,6,3,3,Extremely uncharacteristic of me (1),2,4,2,Extremely characteristic of me (7),6,4,5,8,8,3,5,2,7,7,2,4,Always or definitely yes (9),4,4,3,5,8,31,Other,High school,Yes,12,Work for an employer,Service or labor,,,Muslim/Islam,,Monthly (at least once a month),76,95,Widowed,15718,"No, not born in this country",Less than once a week,4 days,Never,On a computer or tablet at work,19,Yes,66033,18,No,No,
2017-05-24 08:15:18,2017-05-24 08:15:19,Survey Test,,100,1,True,2017-05-24 08:15:19,R_ehQx0m0YGzX2WEZ,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Disagree strongly,Disagree a little,Agree moderately,Neither positive nor negative,Positive,Positive,Very negative,Slightly negative,Very positive,Positive,Neither positive nor negative,Positive,Positive,Slightly positive,Very positive,Very negative,Very positive,Slightly negative,Slightly positive,4,3,3,3,Extremely uncharacteristic of me (1),6,5,6,2,Extremely characteristic of me (7),6,4,5,Extremely characteristic of me (7),2,7,5,4,8,4,3,7,8,3,5,6,2,2,Always or definitely yes (9),69,Female,None,Yes,5,Work for an employer,Service or labor,,,Other Christian Religion,,Weekly (at least once a week),75,94,Single/Never been married,77658,"No, not born in this country",5 days,2 days,Less than once a week,On a mobile device,4,No,,,No,No,
2017-05-24 08:15:19,2017-05-24 08:15:19,Survey Test,,100,0,True,2017-05-24 08:15:19,R_dhh15cX7xFacHoV,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Agree strongly,Neither agree nor disagree,Disagree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Slightly negative,Neither positive nor negative,Very negative,Negative,Slightly positive,Very negative,Very negative,Negative,Negative,Slightly positive,Very positive,Slightly negative,Very positive,Slightly negative,Positive,Very negative,4,3,2,3,4,3,6,4,6,3,3,4,Extremely characteristic of me (7),6,8,5,8,Always or definitely yes (9),5,Always or definitely yes (9),Always or definitely yes (9),6,8,5,8,3,Always or definitely yes (9),7,5,62,Male,Post-graduate degree,No,,,,Homemaker (including stay-at-home parents),,Islam/Muslim (Sunni),,Annually (at least once a year),15,44,Married,58177,"Yes, born in this country",5 days,Less than once a week,2 days,"On a computer or tablet at a public place (e.g., library)",15,No,,,No,No,
2017-05-24 08:15:19,2017-05-24 08:15:20,Survey Test,,100,1,True,2017-05-24 08:15:20,R_5gMSWfWdMpgKqy1,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree moderately,Disagree a little,Agree moderately,Positive,Slightly positive,Positive,Slightly negative,Very negative,Neither positive nor negative,Positive,Negative,Neither positive nor negative,Negative,Neither positive nor negative,Very positive,Very negative,Neither positive nor negative,Negative,Negative,6,Extremely characteristic of me (7),2,2,Extremely characteristic of me (7),Extremely characteristic of me (7),2,6,2,Extremely uncharacteristic of me (1),5,Extremely characteristic of me (7),6,3,5,8,4,Never or definitely no (1),8,2,2,6,3,5,Always or definitely yes (9),8,8,4,5,8,Prefer not to answer,Some college,Yes,15,Self-employed,Service or labor,,,Protestant,,Annually (at least once a year),60,86,Widowed,37968,"No, not born in this country",5 days,2 days,Less than once a week,On a computer or tablet at school,23,Yes,53396,7,No,No,
2017-05-24 08:15:20,2017-05-24 08:15:20,Survey Test,,100,0,True,2017-05-24 08:15:20,R_9U2RDMYMP5F49Rb,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree moderately,Disagree strongly,Agree strongly,Agree moderately,Agree moderately,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Very positive,Slightly positive,Slightly negative,Slightly negative,Slightly negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Slightly negative,Slightly negative,Neither positive nor negative,Neither positive nor negative,Negative,Neither positive nor negative,Slightly negative,Very positive,4,6,Extremely characteristic of me (7),Extremely characteristic of me (7),2,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),6,6,3,4,6,6,4,4,5,Always or definitely yes (9),2,Always or definitely yes (9),3,8,3,6,4,Always or definitely yes (9),7,6,Never or definitely no (1),8,6,Male,None,No,,,,Student,,No Religion/Atheist/Agnostic,,,49,69,"Domestic partnership/Living with partner ",94986,"No, not born in this country",2 days,2 days,6 days,"On a computer or tablet at a public place (e.g., library)",13,No,,,No,No,
2017-05-24 08:15:20,2017-05-24 08:15:21,Survey Test,,100,1,True,2017-05-24 08:15:21,R_0lEYw9IGF84ukYJ,,,,,45.580902099609,-94.208099365234,test,I consent to participate in this experiment.,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Agree a little,Agree moderately,Disagree strongly,Slightly negative,Slightly negative,Very negative,Very positive,Positive,Very positive,Very positive,Slightly negative,Positive,Negative,Positive,Positive,Slightly positive,Slightly positive,Positive,Positive,6,2,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),6,3,3,Extremely characteristic of me (7),4,5,3,3,Extremely characteristic of me (7),4,2,2,5,3,7,7,2,8,7,6,4,7,5,8,42,Male,Some college,Yes,8,Self-employed,Secretarial or clerical,,,Roman Catholic,,Annually (at least once a year),16,86,Married,20069,"No, not born in this country",1 day,Never,Less than once a week,On a computer or tablet at work,0,Yes,33519,11,Yes,Yes,15
