StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q20,Q21,Q22,Q23,Q23_18_TEXT,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32_1,Q32_2,Q32_3,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
2017-06-08 06:18:55,2017-06-08 06:18:55,Survey Test,,100,0,True,2017-06-08 06:18:55,R_1EXWUNkfUJSq2Wh,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Disagree strongly,Disagree moderately,Very positive,Neither positive nor negative,Slightly positive,Very negative,Neither positive nor negative,Very negative,Slightly negative,Very positive,Neither positive nor negative,Slightly negative,Negative,Very negative,Slightly positive,Negative,Slightly negative,Slightly negative,4,Extremely uncharacteristic of me (1),2,4,4,3,3,6,4,5,Extremely uncharacteristic of me (1),3,2,4,3,Always or definitely yes (9),6,3,3,4,2,4,2,Always or definitely yes (9),6,7,5,Always or definitely yes (9),Always or definitely yes (9),8,109,Female,College degree,No,,,,"Other, please list","Morbi. Mauris placerat, ante. Malesuada ultricies magna ridiculus neque facilisis. Cursus commodo. Diam.","$180,000-$239,999 per year",(None/No household income),"4,001 – 5,000 pesos",Getting by on present income,Muslim/Islam,,Weekly (at least once a week),0,18,Single/Never been married,25586,"No, not born in this country",Yes,"Sodales commodo faucibus. Faucibus eros? Tincidunt praesent pellentesque, proin proin primis.",2 days,Never,1 day,On a mobile device,2,No,,,Yes,No,
2017-06-08 06:18:56,2017-06-08 06:18:56,Survey Test,,100,0,True,2017-06-08 06:18:56,R_3lnzPUdoZS0umI5,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree moderately,Agree a little,Disagree strongly,Disagree moderately,Disagree moderately,Neither positive nor negative,Very positive,Positive,Negative,Very positive,Very negative,Very negative,Neither positive nor negative,Neither positive nor negative,Negative,Negative,Negative,Slightly positive,Very positive,Very negative,Very negative,3,Extremely characteristic of me (7),5,6,6,Extremely uncharacteristic of me (1),3,Extremely characteristic of me (7),5,5,4,2,6,6,2,6,4,5,5,8,Never or definitely no (1),6,8,Never or definitely no (1),8,6,Always or definitely yes (9),Never or definitely no (1),4,8,10,Male,College degree,Yes,20,Self-employed,Military,,,"$90,000-$119,999 per year","5,000 - 7,999 MAD","10,001 – 15,000 pesos",Finding it difficult on present income,Spiritism,,Monthly (at least once a month),80,4,Married,78554,"Yes, born in this country",,,2 days,5 days,Less than once a week,On a mobile device,14,No,,,Yes,Yes,4
2017-06-08 06:18:55,2017-06-08 06:18:55,Survey Test,,100,0,True,2017-06-08 06:18:55,R_eM57JkwfPUI1bqB,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree strongly,Negative,Neither positive nor negative,Slightly negative,Neither positive nor negative,Slightly positive,Very positive,Slightly positive,Positive,Positive,Slightly negative,Negative,Neither positive nor negative,Slightly negative,Positive,Slightly negative,Positive,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,4,5,3,5,6,2,6,Extremely characteristic of me (7),4,3,8,3,3,5,Always or definitely yes (9),8,Always or definitely yes (9),3,8,8,6,4,5,6,6,6,31,Prefer not to answer,Elementary school,Yes,23,Work for an employer,Service or labor,,,"$60,000-$89,999 per year",(Does NOT know household income),700 pesos or less,Getting by on present income,No Religion/Atheist/Agnostic,,,11,50,Single/Never been married,77804,"Yes, born in this country",,,3 days,6 days,2 days,On a computer or tablet at home,12,No,,,No,No,
2017-06-08 06:18:57,2017-06-08 06:18:57,Survey Test,,100,0,True,2017-06-08 06:18:57,R_dnXPmIhJ5aDag2V,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree strongly,Agree a little,Disagree moderately,Disagree a little,Agree a little,Disagree moderately,Agree moderately,Disagree moderately,Disagree strongly,Slightly negative,Slightly negative,Negative,Very negative,Slightly negative,Very negative,Positive,Negative,Very negative,Positive,Neither positive nor negative,Negative,Neither positive nor negative,Negative,Positive,Positive,Extremely characteristic of me (7),3,Extremely characteristic of me (7),6,2,6,Extremely uncharacteristic of me (1),2,5,6,5,2,4,4,Always or definitely yes (9),Always or definitely yes (9),2,2,8,Always or definitely yes (9),2,5,3,Always or definitely yes (9),Never or definitely no (1),8,4,Always or definitely yes (9),6,8,49,Prefer not to answer,Some college,No,,,,Homemaker (including stay-at-home parents),,"$240,000 or more per year","2,000 - 2,999 MAD","4,001 – 5,000 pesos",Finding it very difficult on present income,Chinese Traditional Religion/Confucianism,,Weekly (at least once a week),86,78,Married,19794,"No, not born in this country",No,Urna proin. Tempora viverra ridiculus lacus lacus leo! Curabitur consectetuer. Leo ligula id facilisi eros.,1 day,4 days,Never,On a computer or tablet at school,12,Yes,10003,13,No,Yes,12
2017-06-08 06:18:56,2017-06-08 06:18:56,Survey Test,,100,0,True,2017-06-08 06:18:56,R_bHpZ4xQnd2oNzDv,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree strongly,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Agree strongly,Agree a little,Disagree moderately,Agree strongly,Neither positive nor negative,Slightly positive,Slightly positive,Very positive,Neither positive nor negative,Negative,Neither positive nor negative,Negative,Very negative,Slightly negative,Slightly positive,Neither positive nor negative,Slightly negative,Neither positive nor negative,Slightly positive,Very positive,3,6,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),2,Extremely characteristic of me (7),Extremely characteristic of me (7),6,6,6,Extremely characteristic of me (7),5,2,Extremely characteristic of me (7),5,6,5,7,6,Never or definitely no (1),5,5,Always or definitely yes (9),5,5,5,Never or definitely no (1),2,8,Never or definitely no (1),9,Other,None,Yes,20,Work for an employer,Secretarial or clerical,,,,"1,000 - 1,499 MAD","25,001 – 40,000 pesos",Finding it very difficult on present income,Don’t know,,,70,91,Widowed,82392,"No, not born in this country",Yes,Amet lectus elit phasellus potenti interdum mattis etiam laoreet nulla velit venenatis sollicitudin! Integer ultricies.,1 day,2 days,3 days,On a mobile device,18,Yes,10845,2,Yes,Yes,10
2017-06-08 06:18:56,2017-06-08 06:18:56,Survey Test,,100,0,True,2017-06-08 06:18:57,R_aW8OzAJITe108i9,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree moderately,Disagree moderately,Disagree a little,Disagree moderately,Disagree moderately,Neither agree nor disagree,Agree a little,Agree a little,Disagree strongly,Neither positive nor negative,Slightly positive,Very negative,Slightly positive,Very negative,Neither positive nor negative,Slightly negative,Slightly positive,Negative,Negative,Slightly positive,Slightly positive,Neither positive nor negative,Slightly negative,Neither positive nor negative,Slightly negative,6,3,4,6,Extremely uncharacteristic of me (1),3,2,3,Extremely characteristic of me (7),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,Extremely characteristic of me (7),3,Never or definitely no (1),Never or definitely no (1),8,5,2,2,5,5,Never or definitely no (1),4,6,Never or definitely no (1),Never or definitely no (1),7,7,Never or definitely no (1),138,Other,Elementary school,No,,,,Unemployed,,"$24,000-$35,999 per year",249 MAD or less,"More than 40,000 pesos",Finding it very difficult on present income,Chinese Traditional Religion/Confucianism,,Monthly (at least once a month),19,8,"Domestic partnership/Living with partner ",10006,"No, not born in this country",No,"Erat metus vitae diam ipsum curabitur, vestibulum malesuada? Felis phasellus maecenas ab id.",Less than once a week,6 days,7 days,On a mobile device,23,No,,,No,Yes,14
2017-06-08 06:18:58,2017-06-08 06:18:58,Survey Test,,100,0,True,2017-06-08 06:18:58,R_3lcq43jSrifYqeV,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree strongly,Agree a little,Disagree a little,Disagree moderately,Disagree moderately,Agree strongly,Slightly positive,Negative,Slightly negative,Very positive,Very negative,Neither positive nor negative,Neither positive nor negative,Negative,Positive,Slightly negative,Slightly negative,Very positive,Negative,Very negative,Slightly negative,Positive,Extremely characteristic of me (7),4,4,6,3,4,5,5,4,6,5,4,Extremely characteristic of me (7),2,7,8,4,7,3,Always or definitely yes (9),Always or definitely yes (9),3,3,4,8,Never or definitely no (1),6,2,7,Always or definitely yes (9),35,Male,College degree,No,,,,Homemaker (including stay-at-home parents),,"$48,000-$59,999 per year",(Refused to give household income),"More than 40,000 pesos",Finding it very difficult on present income,Spiritism,,Monthly (at least once a month),89,28,Widowed,42743,"Yes, born in this country",,,2 days,1 day,1 day,Other,23,Yes,78201,7,No,No,
2017-06-08 06:18:57,2017-06-08 06:18:57,Survey Test,,100,0,True,2017-06-08 06:18:57,R_8DhmirjkA93Nf7v,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Agree a little,Neither agree nor disagree,Disagree moderately,Disagree strongly,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Very negative,Positive,Very negative,Slightly positive,Slightly negative,Slightly positive,Slightly negative,Positive,Very negative,Negative,Negative,Slightly positive,Positive,Positive,Very positive,Slightly negative,3,5,Extremely uncharacteristic of me (1),4,6,2,4,Extremely characteristic of me (7),3,Extremely characteristic of me (7),5,4,3,4,Always or definitely yes (9),6,Always or definitely yes (9),7,3,8,Never or definitely no (1),Always or definitely yes (9),6,2,3,Never or definitely no (1),8,Always or definitely yes (9),7,7,21,Female,Post-graduate degree,No,,,,Student,,"$120,000-$179,999 per year",(Refused to give household income),"7,501 – 10,000 pesos",Finding it very difficult on present income,Don’t know,,,46,61,"Domestic partnership/Living with partner ",77463,"Yes, born in this country",,,Never,7 days,7 days,On a mobile device,10,No,,,No,No,
2017-06-08 06:18:58,2017-06-08 06:18:58,Survey Test,,100,0,True,2017-06-08 06:18:58,R_cILxI3PY729PNdP,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree a little,Disagree moderately,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Agree a little,Agree moderately,Neither positive nor negative,Slightly positive,Positive,Neither positive nor negative,Slightly negative,Very negative,Very positive,Slightly negative,Very positive,Very negative,Slightly negative,Negative,Neither positive nor negative,Very negative,Very negative,Neither positive nor negative,2,3,6,Extremely characteristic of me (7),6,5,3,Extremely characteristic of me (7),2,4,4,Extremely uncharacteristic of me (1),3,2,5,Never or definitely no (1),Never or definitely no (1),2,4,2,8,6,Never or definitely no (1),7,Never or definitely no (1),Always or definitely yes (9),Always or definitely yes (9),7,6,Always or definitely yes (9),84,Male,Some college,No,,,,"Other, please list",Aliquet! Justo vitae tortor ac enim? Diam. Laoreet at consectetuer accumsan vehicula.,"$180,000-$239,999 per year",(None/No household income),"4,001 – 5,000 pesos",Living comfortably on present income,Islam/Muslim (Shiite),,Do not regularly attend religious services,41,29,Married,7105,"No, not born in this country",No,"Enim molestie iaculis. Suscipit sem interdum dolorem placerat suspendisse dui. Quis consequat vel. Vivamus, vitae.",3 days,Less than once a week,1 day,On a computer or tablet at school,0,No,,,Yes,No,
2017-06-08 06:18:57,2017-06-08 06:18:57,Survey Test,,100,0,True,2017-06-08 06:18:57,R_00r5Ho2soNyD4nH,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree moderately,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree moderately,Very positive,Positive,Slightly negative,Slightly negative,Very positive,Negative,Slightly negative,Slightly positive,Very positive,Slightly positive,Negative,Very negative,Negative,Very negative,Very positive,Slightly negative,Extremely uncharacteristic of me (1),5,5,6,2,5,Extremely characteristic of me (7),5,4,6,4,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),7,4,3,6,2,Always or definitely yes (9),2,7,Never or definitely no (1),5,4,8,7,8,Never or definitely no (1),5,56,Male,Elementary school,Yes,6,Self-employed,Other,,,"$12,000-$23,999 per year",(Refused to give household income),700 pesos or less,Finding it very difficult on present income,Other Christian Religion,,Weekly (at least once a week),77,70,Married,4291,"Yes, born in this country",,,Less than once a week,3 days,7 days,On a computer or tablet at school,21,No,,,No,No,
2017-06-08 06:18:58,2017-06-08 06:18:58,Survey Test,,100,0,True,2017-06-08 06:18:58,R_8vHgL8KHBI1ni2V,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree strongly,Disagree a little,Negative,Slightly negative,Negative,Slightly negative,Negative,Slightly positive,Slightly positive,Negative,Very negative,Positive,Slightly negative,Negative,Slightly positive,Very negative,Positive,Neither positive nor negative,Extremely characteristic of me (7),3,2,Extremely characteristic of me (7),Extremely characteristic of me (7),2,6,Extremely uncharacteristic of me (1),4,Extremely uncharacteristic of me (1),2,2,Extremely uncharacteristic of me (1),5,2,Never or definitely no (1),6,3,3,5,3,2,Always or definitely yes (9),8,3,3,4,Never or definitely no (1),8,8,25,Prefer not to answer,High school,Yes,17,Self-employed,Secretarial or clerical,,,"$240,000 or more per year",(Does NOT know household income),"25,001 – 40,000 pesos",Getting by on present income,Sikhism,,Monthly (at least once a month),58,61,"Domestic partnership/Living with partner ",45711,"No, not born in this country",Yes,"Platea proin atque eget tempus! Porta vestibulum cras, primis est donec sodales dui dolor facilisi.",Never,5 days,4 days,"On a computer or tablet at a public place (e.g., library)",20,Yes,23356,4,Yes,No,
2017-06-08 06:18:58,2017-06-08 06:18:58,Survey Test,,100,0,True,2017-06-08 06:18:58,R_6P5qiuSQVZWm3ZP,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Disagree strongly,Disagree a little,Agree moderately,Disagree a little,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree moderately,Disagree a little,Slightly negative,Positive,Slightly negative,Very positive,Slightly positive,Very negative,Positive,Very positive,Positive,Slightly negative,Negative,Slightly negative,Slightly negative,Neither positive nor negative,Slightly negative,Slightly positive,Extremely uncharacteristic of me (1),2,6,6,5,6,Extremely uncharacteristic of me (1),3,5,3,4,Extremely uncharacteristic of me (1),4,Extremely characteristic of me (7),6,2,Always or definitely yes (9),8,5,Never or definitely no (1),Never or definitely no (1),2,4,2,4,2,6,5,6,Never or definitely no (1),83,Other,Some college,Yes,15,Work for an employer,Service or labor,,,"$60,000-$89,999 per year","8,000 - 9,999 MAD",(Refused to give household income),Finding it very difficult on present income,Other Non-Christian Religion,,Weekly (at least once a week),1,72,Single/Never been married,51340,"No, not born in this country",Yes,"Dui culpa pellentesque est eros purus? Amet! Urna interdum tempus, orci tempora arcu.",7 days,6 days,Less than once a week,On a mobile device,19,Yes,8770,19,Yes,No,
2017-06-08 06:18:59,2017-06-08 06:18:59,Survey Test,,100,0,True,2017-06-08 06:18:59,R_23ODuPt8Jzlxg8Z,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree a little,Agree a little,Neither agree nor disagree,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Disagree a little,Disagree moderately,Neither positive nor negative,Positive,Slightly negative,Slightly positive,Positive,Slightly negative,Very positive,Negative,Neither positive nor negative,Positive,Very negative,Negative,Slightly positive,Slightly negative,Negative,Very positive,4,Extremely uncharacteristic of me (1),5,5,6,Extremely uncharacteristic of me (1),5,3,6,4,4,Extremely characteristic of me (7),2,6,5,8,Always or definitely yes (9),Always or definitely yes (9),2,6,5,7,7,Never or definitely no (1),2,Never or definitely no (1),Always or definitely yes (9),5,5,5,51,Prefer not to answer,College degree,No,,,,Homemaker (including stay-at-home parents),,,(None/No household income),"7,501 – 10,000 pesos",Living comfortably on present income,Muslim/Islam,,Do not regularly attend religious services,59,51,Married,89722,"No, not born in this country",Yes,Nonummy euismod blandit morbi fusce laoreet. Ut rhoncus posuere consequat ligula tellus. Convallis metus imperdiet.,6 days,6 days,2 days,On a computer or tablet at school,21,Yes,64127,14,No,No,
